ID,Load,frequency,HR,FAR,Acc,RT,K,gender,dPrime,criterion,Acc_bsl,K_bsl,K_bsl_ave,HR_bsl,FAR_bsl,rP_mean_raw,rP_mean,rP_trial_var,rP_mean_bsl,rP_trial_CoV,rP_mean_bslSub_del,rP_trial_var_del,rP_trial_CoV_del,rP_mean_bslSub_del_raw
P03,5,0,0.733333333333333,0.2,0.766666666666667,0.861303437999858,3.33333333333333,M,1.464546956783,0.109347755181413,0,0,-0.0937839768879502,0.0826900237529692,0.131399317406143,3.06769597544068,-0.134110804563353,0.795577084282228,0,-6.65085324035425,0.367656254671109,0.579976791686812,2.07139702848559,0.0655883847779184
P03,6,0,0.529411764705882,0.153846153846154,0.666666666666667,0.904930259240466,2.66310160427807,M,1.09386750659447,0.473142479488964,0,0,-0.275996396508341,-0.218378859857482,-0.129692832764505,2.86959689588918,-0.0955890359230348,0.961999357595291,0,-10.2607548016697,0.351692376482035,0.400434084616226,1.79929579176849,0.0585577940748283
P03,7,0,0.769230769230769,0.176470588235294,0.8,0.930261159550078,5.03846153846154,M,1.6652154090234,0.0962917871355705,0,0,0.369780373396291,0.135688836104513,-0.00170648464163822,2.83023872893335,-0.33197033220252,0.677608164974817,0,-2.47964804299477,0.48904818374278,0.360044513866036,1.22694882363031,0.0814279317701991
P03,5,4,0.818181818181818,0.105263157894737,0.833333333333333,0.969081672719625,3.98395721925134,M,2.1605773888026,0.171830825863917,0.0869565217391304,0.195187165775401,0.0830977602435465,0.207959943856619,-0.404526675049398,2.82457321531829,0.26230352241016,0.729230211459938,0.396414326973513,3.25557874020878,0.562214066792742,0.40811906135018,1.13629666479176,0.0902670384759607
P03,6,4,0.631578947368421,0.272727272727273,0.666666666666667,0.945265860847253,2.96052631578947,M,0.94062348695506,0.134273603105707,0,0.111683576410907,-0.195137084736008,-0.0675396924615576,0.542817251008377,3.06109535121282,-0.171110660411651,0.834539683705267,-0.0755216244886158,-5.33883414004905,0.529893363187531,0.399268556958057,1.19246070028474,0.0945308269734169
P03,7,4,0.533333333333333,0.333333333333333,0.6,0.989853832444618,2.1,M,0.514379033202587,0.173537782694164,-0.25,-0.583206106870229,-0.429083905439408,-0.212589073634204,0.885665529010239,2.94546730510388,-0.249925277228054,0.61230924577206,0.0820450549744657,-3.13094346801497,0.57224736922889,0.427600755864643,1.14270841962684,0.098683722885537
P03,5,7,0.642857142857143,0.125,0.766666666666667,0.993500278072924,2.95918367346939,M,1.51645573717658,0.392121511787719,0,-0.112244897959183,-0.195502101931139,-0.0508886155412282,-0.29287542662116,2.92307535770724,-0.379771746483219,1.33890596818846,-0.245660941919865,-3.04685921144253,0.350564323714237,0.550835463922039,2.11710905651934,0.0604546118256316
P03,6,7,0.733333333333333,0.266666666666667,0.733333333333333,0.92748138277306,3.81818181818182,M,1.24585144642018,5.55111512312578e-17,0.1,0.433734939759036,0.0380292628374389,0.0826900237529692,0.508532423208191,2.84401595533116,-0.249225659700248,0.602427308693939,-0.153636623777213,-3.11429372781122,0.488552279760338,0.355995511491286,1.2212686726363,0.0813453623281909
P03,7,7,0.625,0.214285714285714,0.7,0.929550741694506,3.65909090909091,M,1.11027797170775,0.2364996218895,-0.125,-0.273768216516308,-0.0052219564474542,-0.077252820665083,0.212213554363725,2.86568072623725,-0.119109167330916,0.669789364768778,0.212861164871604,-6.87106307152308,0.475928100461253,0.453759427888892,1.4153748782887,0.0792434000987162
P04,5,0,0.818181818181818,0.105263157894737,0.866666666666667,0.838958363057856,3.98395721925134,F,2.1605773888026,0.171830825863917,0,0,-0.0735431275691733,0.071664829106946,-0.238670694864048,3.32580741425373,-0.0535209224854712,1.154776179007,0,-20.0782250587469,0.135580527089775,0.65074226940138,5.94986608136701,0.0228824390022718
